# Input,GeneSymbol,GeneID,Ontology,GoTermName,GoTermID
abcb1,ABCB1,5243,Biological Process,carboxylic acid transmembrane transport,GO:1905039
abcb1,ABCB1,5243,Biological Process,ceramide translocation,GO:0099040
abcb1,ABCB1,5243,Biological Process,export across plasma membrane,GO:0140115
abcb1,ABCB1,5243,Biological Process,G2/M transition of mitotic cell cycle,GO:0000086
abcb1,ABCB1,5243,Biological Process,phospholipid translocation,GO:0045332
abcb1,ABCB1,5243,Biological Process,regulation of chloride transport,GO:2001225
abcb1,ABCB1,5243,Biological Process,response to xenobiotic stimulus,GO:0009410
abcb1,ABCB1,5243,Biological Process,stem cell proliferation,GO:0072089
abcb1,ABCB1,5243,Biological Process,terpenoid transport,GO:0046865
abcb1,ABCB1,5243,Biological Process,transepithelial transport,GO:0070633
abcb1,ABCB1,5243,Biological Process,transmembrane transport,GO:0055085
abcb1,ABCB1,5243,Biological Process,transport across blood-brain barrier,GO:0150104
abcb1,ABCB1,5243,Biological Process,xenobiotic detoxification by transmembrane export across the plasma membrane,GO:1990961
abcb1,ABCB1,5243,Biological Process,xenobiotic metabolic process,GO:0006805
abcb1,ABCB1,5243,Biological Process,xenobiotic transport across blood-brain barrier,GO:1990962
abcb1a,ABCB1A,18671,Biological Process,carboxylic acid transmembrane transport,GO:1905039
abcb1a,ABCB1A,18671,Biological Process,cellular hyperosmotic salinity response,GO:0071475
abcb1a,ABCB1A,18671,Biological Process,cellular response to alkaloid,GO:0071312
abcb1a,ABCB1A,18671,Biological Process,cellular response to antibiotic,GO:0071236
abcb1a,ABCB1A,18671,Biological Process,cellular response to borneol,GO:1905231
abcb1a,ABCB1A,18671,Biological Process,cellular response to dexamethasone stimulus,GO:0071549
abcb1a,ABCB1A,18671,Biological Process,cellular response to estradiol stimulus,GO:0071392
abcb1a,ABCB1A,18671,Biological Process,cellular response to external biotic stimulus,GO:0071217
abcb1a,ABCB1A,18671,Biological Process,cellular response to L-glutamate,GO:1905232
abcb1a,ABCB1A,18671,Biological Process,cellular response to lipopolysaccharide,GO:0071222
abcb1a,ABCB1A,18671,Biological Process,cellular response to mycotoxin,GO:0036146
abcb1a,ABCB1A,18671,Biological Process,cellular response to nonylphenol,GO:1904148
abcb1a,ABCB1A,18671,Biological Process,cellular response to tumor necrosis factor,GO:0071356
abcb1a,ABCB1A,18671,Biological Process,ceramide translocation,GO:0099040
abcb1a,ABCB1A,18671,Biological Process,circadian rhythm,GO:0007623
abcb1a,ABCB1A,18671,Biological Process,daunorubicin transport,GO:0043215
abcb1a,ABCB1A,18671,Biological Process,establishment of blood-brain barrier,GO:0060856
abcb1a,ABCB1A,18671,Biological Process,establishment of blood-retinal barrier,GO:1990963
abcb1a,ABCB1A,18671,Biological Process,export across plasma membrane,GO:0140115
abcb1a,ABCB1A,18671,Biological Process,female pregnancy,GO:0007565
abcb1a,ABCB1A,18671,Biological Process,G2/M transition of mitotic cell cycle,GO:0000086
abcb1a,ABCB1A,18671,Biological Process,hormone transport,GO:0009914
abcb1a,ABCB1A,18671,Biological Process,intestinal absorption,GO:0050892
abcb1a,ABCB1A,18671,Biological Process,lactation,GO:0007595
abcb1a,ABCB1A,18671,Biological Process,maintenance of blood-brain barrier,GO:0035633
abcb1a,ABCB1A,18671,Biological Process,negative regulation of sensory perception of pain,GO:1904057
abcb1a,ABCB1A,18671,Biological Process,phospholipid translocation,GO:0045332
abcb1a,ABCB1A,18671,Biological Process,placenta development,GO:0001890
abcb1a,ABCB1A,18671,Biological Process,positive regulation of anion channel activity,GO:1901529
abcb1a,ABCB1A,18671,Biological Process,positive regulation of establishment of Sertoli cell barrier,GO:1904446
abcb1a,ABCB1A,18671,Biological Process,positive regulation of response to drug,GO:2001025
abcb1a,ABCB1A,18671,Biological Process,protein localization to bicellular tight junction,GO:1902396
abcb1a,ABCB1A,18671,Biological Process,regulation of chloride transport,GO:2001225
abcb1a,ABCB1A,18671,Biological Process,regulation of intestinal absorption,GO:1904478
abcb1a,ABCB1A,18671,Biological Process,regulation of response to osmotic stress,GO:0047484
abcb1a,ABCB1A,18671,Biological Process,response to alcohol,GO:0097305
abcb1a,ABCB1A,18671,Biological Process,response to antineoplastic agent,GO:0097327
abcb1a,ABCB1A,18671,Biological Process,response to cadmium ion,GO:0046686
abcb1a,ABCB1A,18671,Biological Process,response to codeine,GO:1905233
abcb1a,ABCB1A,18671,Biological Process,response to cyclosporin A,GO:1905237
abcb1a,ABCB1A,18671,Biological Process,response to dexamethasone,GO:0071548
abcb1a,ABCB1A,18671,Biological Process,response to estradiol,GO:0032355
abcb1a,ABCB1A,18671,Biological Process,response to glucagon,GO:0033762
abcb1a,ABCB1A,18671,Biological Process,response to glycoside,GO:1903416
abcb1a,ABCB1A,18671,Biological Process,response to hypoxia,GO:0001666
abcb1a,ABCB1A,18671,Biological Process,response to L-glutamate,GO:1902065
abcb1a,ABCB1A,18671,Biological Process,response to lipopolysaccharide,GO:0032496
abcb1a,ABCB1A,18671,Biological Process,response to mycotoxin,GO:0010046
abcb1a,ABCB1A,18671,Biological Process,response to nutrient levels,GO:0031667
abcb1a,ABCB1A,18671,Biological Process,response to progesterone,GO:0032570
abcb1a,ABCB1A,18671,Biological Process,response to quercetin,GO:1905235
abcb1a,ABCB1A,18671,Biological Process,response to thyroxine,GO:0097068
abcb1a,ABCB1A,18671,Biological Process,response to vitamin A,GO:0033189
abcb1a,ABCB1A,18671,Biological Process,response to vitamin D,GO:0033280
abcb1a,ABCB1A,18671,Biological Process,response to xenobiotic stimulus,GO:0009410
abcb1a,ABCB1A,18671,Biological Process,stem cell proliferation,GO:0072089
abcb1a,ABCB1A,18671,Biological Process,terpenoid transport,GO:0046865
abcb1a,ABCB1A,18671,Biological Process,transepithelial transport,GO:0070633
abcb1a,ABCB1A,18671,Biological Process,transmembrane transport,GO:0055085
abcb1a,ABCB1A,18671,Biological Process,xenobiotic detoxification by transmembrane export across the plasma membrane,GO:1990961
abcb1a,ABCB1A,18671,Biological Process,xenobiotic transport across blood-brain barrier,GO:1990962
abcb1b,ABCB1B,18669,Biological Process,carboxylic acid transmembrane transport,GO:1905039
abcb1b,ABCB1B,18669,Biological Process,cellular response to external biotic stimulus,GO:0071217
abcb1b,ABCB1B,18669,Biological Process,cellular response to tumor necrosis factor,GO:0071356
abcb1b,ABCB1B,18669,Biological Process,ceramide translocation,GO:0099040
abcb1b,ABCB1B,18669,Biological Process,establishment of endothelial blood-brain barrier,GO:0014045
abcb1b,ABCB1B,18669,Biological Process,export across plasma membrane,GO:0140115
abcb1b,ABCB1B,18669,Biological Process,G2/M transition of mitotic cell cycle,GO:0000086
abcb1b,ABCB1B,18669,Biological Process,lactation,GO:0007595
abcb1b,ABCB1B,18669,Biological Process,lipid translocation,GO:0034204
abcb1b,ABCB1B,18669,Biological Process,phospholipid translocation,GO:0045332
abcb1b,ABCB1B,18669,Biological Process,phospholipid transport,GO:0015914
abcb1b,ABCB1B,18669,Biological Process,placenta development,GO:0001890
abcb1b,ABCB1B,18669,Biological Process,positive regulation of anion channel activity,GO:1901529
abcb1b,ABCB1B,18669,Biological Process,regulation of chloride transport,GO:2001225
abcb1b,ABCB1B,18669,Biological Process,regulation of response to osmotic stress,GO:0047484
abcb1b,ABCB1B,18669,Biological Process,response to antineoplastic agent,GO:0097327
abcb1b,ABCB1B,18669,Biological Process,response to arsenic-containing substance,GO:0046685
abcb1b,ABCB1B,18669,Biological Process,response to genistein,GO:0033595
abcb1b,ABCB1B,18669,Biological Process,response to glycoside,GO:1903416
abcb1b,ABCB1B,18669,Biological Process,response to hypoxia,GO:0001666
abcb1b,ABCB1B,18669,Biological Process,response to ionizing radiation,GO:0010212
abcb1b,ABCB1B,18669,Biological Process,response to lipopolysaccharide,GO:0032496
abcb1b,ABCB1B,18669,Biological Process,response to mycotoxin,GO:0010046
abcb1b,ABCB1B,18669,Biological Process,response to steroid hormone,GO:0048545
abcb1b,ABCB1B,18669,Biological Process,response to vitamin A,GO:0033189
abcb1b,ABCB1B,18669,Biological Process,response to xenobiotic stimulus,GO:0009410
abcb1b,ABCB1B,18669,Biological Process,Sertoli cell barrier remodeling,GO:0061843
abcb1b,ABCB1B,18669,Biological Process,stem cell proliferation,GO:0072089
abcb1b,ABCB1B,18669,Biological Process,transepithelial transport,GO:0070633
abcb1b,ABCB1B,18669,Biological Process,transmembrane transport,GO:0055085
abcb1b,ABCB1B,18669,Biological Process,xenobiotic detoxification by transmembrane export across the plasma membrane,GO:1990961
abcb1b,ABCB1B,18669,Biological Process,xenobiotic transport,GO:0042908
abcb1b,ABCB1B,18669,Biological Process,xenobiotic transport across blood-brain barrier,GO:1990962
abcb4,ABCB4,5244,Biological Process,bile acid secretion,GO:0032782
abcb4,ABCB4,5244,Biological Process,cellular response to bile acid,GO:1903413
abcb4,ABCB4,5244,Biological Process,lipid homeostasis,GO:0055088
abcb4,ABCB4,5244,Biological Process,lipid metabolic process,GO:0006629
abcb4,ABCB4,5244,Biological Process,phospholipid translocation,GO:0045332
abcb4,ABCB4,5244,Biological Process,positive regulation of cholesterol transport,GO:0032376
abcb4,ABCB4,5244,Biological Process,positive regulation of phospholipid translocation,GO:0061092
abcb4,ABCB4,5244,Biological Process,positive regulation of phospholipid transport,GO:2001140
abcb4,ABCB4,5244,Biological Process,response to fenofibrate,GO:1901557
abcb4,ABCB4,5244,Biological Process,response to glucocorticoid,GO:0051384
abcb4,ABCB4,5244,Biological Process,response to toxic substance,GO:0009636
abcb4,ABCB4,5244,Biological Process,response to xenobiotic stimulus,GO:0009410
abcb4,ABCB4,5244,Biological Process,transmembrane transport,GO:0055085
abcc1,ABCC1,4363,Biological Process,astrocyte differentiation,GO:0048708
abcc1,ABCC1,4363,Biological Process,carboxylic acid transmembrane transport,GO:1905039
abcc1,ABCC1,4363,Biological Process,cell chemotaxis,GO:0060326
abcc1,ABCC1,4363,Biological Process,cellular response to amyloid-beta,GO:1904646
abcc1,ABCC1,4363,Biological Process,cellular response to oxidative stress,GO:0034599
abcc1,ABCC1,4363,Biological Process,cobalamin transport,GO:0015889
abcc1,ABCC1,4363,Biological Process,cyclic nucleotide transport,GO:0070729
abcc1,ABCC1,4363,Biological Process,detoxification,GO:0098754
abcc1,ABCC1,4363,Biological Process,detoxification of cadmium ion,GO:0071585
abcc1,ABCC1,4363,Biological Process,export across plasma membrane,GO:0140115
abcc1,ABCC1,4363,Biological Process,glial cell differentiation,GO:0010001
abcc1,ABCC1,4363,Biological Process,glutathione transmembrane transport,GO:0034775
abcc1,ABCC1,4363,Biological Process,heme catabolic process,GO:0042167
abcc1,ABCC1,4363,Biological Process,leukotriene metabolic process,GO:0006691
abcc1,ABCC1,4363,Biological Process,leukotriene transport,GO:0071716
abcc1,ABCC1,4363,Biological Process,lipid transport,GO:0006869
abcc1,ABCC1,4363,Biological Process,long-chain fatty acid import across plasma membrane,GO:0015911
abcc1,ABCC1,4363,Biological Process,monoatomic anion transmembrane transport,GO:0098656
abcc1,ABCC1,4363,Biological Process,phospholipid efflux,GO:0033700
abcc1,ABCC1,4363,Biological Process,phospholipid translocation,GO:0045332
abcc1,ABCC1,4363,Biological Process,positive regulation of cell migration,GO:0030335
abcc1,ABCC1,4363,Biological Process,positive regulation of inflammatory response,GO:0050729
abcc1,ABCC1,4363,Biological Process,regulation of cellular response to drug,GO:2001038
abcc1,ABCC1,4363,Biological Process,response to oxidative stress,GO:0006979
abcc1,ABCC1,4363,Biological Process,response to xenobiotic stimulus,GO:0009410
abcc1,ABCC1,4363,Biological Process,sphingolipid biosynthetic process,GO:0030148
abcc1,ABCC1,4363,Biological Process,sphingolipid translocation,GO:0099039
abcc1,ABCC1,4363,Biological Process,transepithelial transport,GO:0070633
abcc1,ABCC1,4363,Biological Process,transmembrane transport,GO:0055085
abcc1,ABCC1,4363,Biological Process,transport across blood-brain barrier,GO:0150104
abcc1,ABCC1,4363,Biological Process,xenobiotic detoxification by transmembrane export across the plasma membrane,GO:1990961
abcc1,ABCC1,4363,Biological Process,xenobiotic metabolic process,GO:0006805
abcc1,ABCC1,4363,Biological Process,xenobiotic transport,GO:0042908
abcc1,ABCC1,4363,Biological Process,xenobiotic transport across blood-brain barrier,GO:1990962
abcc2,ABCC2,1244,Biological Process,antibiotic metabolic process,GO:0016999
abcc2,ABCC2,1244,Biological Process,benzylpenicillin metabolic process,GO:1901086
abcc2,ABCC2,1244,Biological Process,bile acid and bile salt transport,GO:0015721
abcc2,ABCC2,1244,Biological Process,bilirubin transport,GO:0015723
abcc2,ABCC2,1244,Biological Process,canalicular bile acid transport,GO:0015722
abcc2,ABCC2,1244,Biological Process,cell redox homeostasis,GO:0045454
abcc2,ABCC2,1244,Biological Process,cellular chloride ion homeostasis,GO:0030644
abcc2,ABCC2,1244,Biological Process,cellular response to dexamethasone stimulus,GO:0071549
abcc2,ABCC2,1244,Biological Process,cellular response to interleukin-1,GO:0071347
abcc2,ABCC2,1244,Biological Process,cellular response to interleukin-6,GO:0071354
abcc2,ABCC2,1244,Biological Process,cellular response to lipopolysaccharide,GO:0071222
abcc2,ABCC2,1244,Biological Process,cellular response to tumor necrosis factor,GO:0071356
abcc2,ABCC2,1244,Biological Process,cellular response to xenobiotic stimulus,GO:0071466
abcc2,ABCC2,1244,Biological Process,detoxification of mercury ion,GO:0050787
abcc2,ABCC2,1244,Biological Process,female pregnancy,GO:0007565
abcc2,ABCC2,1244,Biological Process,heme catabolic process,GO:0042167
